gene	out_aug/HAP1_KO1_a_L000/HAP1_KO1_a_L000_gene_featureCounts_only_count_zscoreLog_of.csv_quantile_normalized_RPKM	out_aug/HAP1_KO1_b_L000/HAP1_KO1_b_L000_gene_featureCounts_only_count_zscoreLog_of.csv_quantile_normalized_RPKM	out_aug/HAP1_KO1_c_L000/HAP1_KO1_c_L000_gene_featureCounts_only_count_zscoreLog_of.csv_quantile_normalized_RPKM	out_aug/HAP1_P1_a_L000/HAP1_P1_a_L000_gene_featureCounts_only_count_zscoreLog_of.csv_quantile_normalized_RPKM	out_aug/HAP1_P1_b_L000/HAP1_P1_b_L000_gene_featureCounts_only_count_zscoreLog_of.csv_quantile_normalized_RPKM	out_aug/HAP1_P1_c_L000/HAP1_P1_c_L000_gene_featureCounts_only_count_zscoreLog_of.csv_quantile_normalized_RPKM
PDGFRA	0.2101347502091148	0.20497924198030204	0.19575817565648773	-0.20854280399691852	-0.1754406235034721	-0.2039340487322305
CEP83	-1.1794024321111094	-1.0580191477969783	-1.088280589120504	-1.4091127192326678	-1.2659147929233423	-1.2812451691918185
PACSIN1	-0.2282293445362804	-0.2409179104652804	-0.2877983521576453	-0.49813162347140755	-0.6337353642509305	-0.7073880703548386
RP11-210M15.2	-0.8069390923816586	-0.91329838540133	-0.8523075557422938	-1.01833336521638	-1.2276857711334823	-1.1312415825456934
FERMT3	-1.0627614258182536	-1.1731059079562038	-1.0849216975517124	-1.2814976727448004	-1.27807206648814	-1.387224961574602
KLK1	-0.9040520903776448	-1.0314122023886951	-0.9899109619424028	-1.1676206669660538	-1.3435476623187361	-1.1398316417176628
GRPEL2	0.435849440951737	0.3843055845499983	0.5286642113001655	0.0017782326554944175	0.008966069498740226	0.10927979275310232
RP11-568K15.1	-0.45849376680221393	-0.504801668397719	-0.40909504954718373	-0.8112122661889202	-0.6868199463389094	-0.8644281931583407
SLC7A1	1.6301640279501217	1.5186810370717059	1.5201831976035016	1.179749464910192	1.0878735861951252	1.0563964790060378
PTPRCAP	-0.43911914709367794	-0.2839521982566127	-0.27773070684127543	-0.9130442954205917	-0.6497792531926951	-0.5031378857672709
THSD4	0.024020701521223226	-0.0932998662013233	0.03360414004298845	-0.3518954525320577	-0.4863582154895512	-0.32427537819342944
SAYSD1	0.0006150472508028999	-0.23440009096386444	-0.016399029689331934	-0.5822164899535404	-0.38262510047733134	-0.3828838678080144
PCDHGC3	0.3757000114241567	0.46038729812634965	0.4031628108768809	0.06886056839117607	0.013969572912907922	-0.0539563225364959
EIF1	0.8595324212843174	0.9081006743921605	0.8799797492893785	0.509578290288416	0.4181962150616443	0.4446580690329099
KRT8	0.049522523649511554	0.07725655102193646	0.033115301897390474	-0.33038339932793853	-0.2784261768232595	-0.36250959351419243
DUSP5	-0.3980606580385916	-0.49860373331519553	-0.48742839640882396	-0.7114297297953518	-0.6984324941504019	-0.9634974763817745
AC009166.5	0.2571429446296552	0.025092974105135866	0.1906322831428819	-0.09645896044517374	-0.4303235340989891	-0.1709250096891876
CREB3L1	-0.5116501422163139	-0.6333666765727153	-0.50704598035912	-0.6942412459397814	-0.8959981344798953	-1.016203563148564
RP11-477D19.2	-1.0119237024679426	-1.0067760717976277	-1.0801368997599017	-1.1386181510572015	-1.2839321964598767	-1.351494226848127
YARS	0.8368520176723189	0.8510885226531704	0.9392967985607491	0.48546969895133363	0.43286784385135546	0.45151316421163507
CLDN22	-0.8525595329153368	-0.654613385293354	-0.8012681084586085	-0.9568000599236668	-1.1087150575130924	-1.0576360269822092
SIRT1	-0.5175887034975648	-0.5650311022076893	-0.5862178981736167	-0.7403009141949152	-0.8554992879604988	-1.0089431893476803
PCDHGA5	0.08593873073571254	0.20102742016046823	0.16105786307708292	-0.19394358125014732	-0.2339569116161077	-0.2582208946591807
STRA6	-0.3796008736706032	-0.3796239201681406	-0.4545968611615309	-0.7780879329083805	-0.6717013354983952	-0.7403498773744259
LINC00482	-1.1234020042030437	-1.1289568674565522	-1.0705825035454979	-1.3573532697866786	-1.3749060623669718	-1.2043368296001995
RP11-363E6.3	0.555511029021535	0.30749047879333186	0.4278117407105131	-0.017822426648095874	0.0872381189633881	0.05355210262646216
PCDHGB7	0.2161779314515311	0.33059897455843973	0.2646354655276349	-0.08138820888621341	-0.12282739427431875	-0.1341037257575219
GPLD1	-0.49171248190102795	-0.7058813009492618	-0.5952979550956798	-0.9528318378329937	-0.9525298694158878	-0.7755441633484634
THRB	0.41277838679919043	0.40145272474670574	0.46988621648828865	0.0927422126668883	-0.020649123286339006	0.03674227414062865
RFX4	-0.4060524137552942	-0.3877621693395426	-0.36560242028980244	-0.7451081116754377	-0.6452889772987682	-0.7390241609917392
RP11-265N6.1	-0.0906814363483549	-0.12028810780417865	0.03578218773542685	-0.4546965084453682	-0.3289362726242125	-0.4555223823844778
ACAD8	-0.7278695688539012	-0.5597029865829166	-0.7656046108496396	-0.8831313878695607	-1.0297555829375489	-0.9738385016633289
POLE4	-0.8504120369762587	-0.8643125871697354	-0.776449891187941	-0.9786715855437236	-1.0822674400074905	-1.2091827252038545
CLIC4	1.2199865814080881	1.1403667451874524	1.2747721433409755	0.7562815851623165	0.7975851052894699	0.8271102731618999
PCDHGB2	0.22440891065920168	0.3311518460361007	0.2771620319026661	-0.07658330224825691	-0.1151338859654167	-0.11009703870116463
PCDHGB1	0.20057107720706127	0.3221200789473236	0.27107338635970946	-0.07585358018440409	-0.13648773162722735	-0.12504958684484999
PCDHGC4	0.1719588975762638	0.296136792987983	0.21638298964412606	-0.11187893919665656	-0.16396108262678868	-0.16028863037736749
SOX21	1.1281962520587536	1.0876163603675717	1.010617863144834	0.5840445078305135	0.6854589639469896	0.7152970728521558
CDH10	0.7199580851198376	0.6072406762610547	0.6330370524263181	0.24738143904751	0.2080187726545623	0.3137848545979703
PCDHGA12	0.20216805421512304	0.32221067952080595	0.25296784813517775	-0.07217681259892657	-0.13941109429445	-0.13722830758543764
SHROOM1	-0.048605480193923925	-0.12619389878434695	-0.10367695755746056	-0.328189621198445	-0.5539677565527446	-0.45420074025397345
STON2	0.049678396629090626	0.058025305231785014	-0.0721874155845399	-0.46781780576082865	-0.3135593495663562	-0.2597782829254746
APOBEC3G	-1.0003227018584828	-0.8669667088613658	-0.8769616035002646	-1.2599904764822425	-0.995379428928657	-1.2144930823507964
PCDHGB5	0.19055521762135488	0.29845221615238143	0.24350084290658733	-0.09083973249053152	-0.15020395374543136	-0.14227924202640074
PCDHGA6	-0.15454646941695638	-0.04511414107931007	-0.13457544611928127	-0.41901335806504575	-0.4743236414444973	-0.47358789556876607
NFKBIL1	-0.6118875024397491	-0.714635444270174	-0.597614231096327	-1.0155910252608815	-0.8993747474220641	-0.8586735890951102
SLC38A2	0.7999138376497317	0.76513021625518	0.7867749741152431	0.3743772110475015	0.36927220486295914	0.41341710518408986
C11orf72	-1.0392441637293863	-1.038789847389645	-1.0686656408516217	-1.3378168819411644	-1.2956253652637073	-1.1467698075003754
PCDHGA7	0.11472777031805272	0.21758422139719086	0.15158462810501278	-0.16423129593515365	-0.22241705633999956	-0.2233122864383635
FKRP	0.3558584574122749	0.2002562191943169	0.42297228111424945	0.08736565184214047	-0.08484676035730808	-0.15550764747020032
PIK3AP1	0.0837628295167362	0.1346548505811497	0.12652380018421372	-0.1976681899941929	-0.27080398035901265	-0.2728915884813223
CDC14A	-0.18059312273323153	-0.3418575059849632	-0.15940576987634933	-0.518955242123329	-0.6711679854871337	-0.4896316811683904
FOLR1	-0.4589286837244075	-0.5126990770152149	-0.42371891753271623	-0.8453335890558961	-0.8032674268734034	-0.6691777773833942
EIF2S2	0.9243506793241598	0.8739659399152029	0.9682107072561773	0.5607774992042873	0.3769410930599396	0.6082794990210688
RP11-666A8.8	-0.318797513361329	-0.4388315513317159	-0.3452323320389224	-0.6703468403830379	-0.7411759622966296	-0.6396929243147812
DLC1	-0.8564584495813664	-0.8577332217310666	-0.8659257404020232	-1.0250857236795665	-1.1904895797478192	-1.1062629626721905
PCDHGA3	0.1865226588714233	0.29622066526115626	0.2325222014187728	-0.09499286576416865	-0.15397933569066577	-0.13947203899880192
PCDHGB6	-0.054723910144578024	0.046180590911482335	-0.015856114330455987	-0.324361200294599	-0.3804580930435989	-0.36946136202549973
PCDHGA2	-0.03722222148119157	0.051456104276214144	-0.0090977285453867	-0.31910674578129045	-0.3754714177062532	-0.35141909547898487
NOS2	-0.6098276065245966	-0.4947068424447011	-0.5755738647931952	-0.7324013758399469	-0.9115865975353239	-0.9186520275557492
TSEN15	0.782489163489241	0.7281846555304339	0.7646038752259805	0.31014612678304304	0.401051645864065	0.3816120512758262
NUDT11	1.097924357480858	0.971649562841059	0.8790829723684795	0.6001698905636995	0.5478496087285551	0.6099260561451997
KCTD9	-0.9378075178902476	-0.848488277022487	-0.8379296109310738	-1.0331122246510034	-1.1985285007240807	-1.1194811428616982
PCDHGA1	0.001460631001725334	0.11271732920179348	0.0611387714498039	-0.2642339512531506	-0.30397364378833586	-0.3157809420491545
PPP1R3B	-1.1364051226680023	-1.1175950852192895	-1.0630540837563833	-1.2969104360793635	-1.313711974757788	-1.283236859567839
PHLDA3	-0.6257694089711625	-0.6080073164959928	-0.5013626137196524	-0.9153945876254809	-0.7550542718050672	-0.9323590420751808
PCDHGC5	0.17399169572576093	0.2856101622984221	0.21480584536271757	-0.10515519444761484	-0.1693447377614785	-0.1421599786018219
RP11-146F11.1	0.2157043499247061	0.17792921628631217	0.16409859412159258	-0.19821537868228192	-0.17253229811781043	-0.1553590221282171
PCDHGB3	0.23368532189902508	0.3228531889911213	0.2654726951046329	-0.06950434892908984	-0.10806406747076353	-0.09750559690964593
PCDHGA9	0.20502236826552173	0.31760854798137667	0.26175643422014033	-0.0688225706973602	-0.12375083660788098	-0.11684536252023667
EGR2	-0.7257395626516139	-0.6215602469339425	-0.798155396662777	-1.0414441126475598	-0.9421074873273029	-0.9519310802813095
PYROXD1	-1.0650078154994682	-1.1202501553673048	-1.1134088657493548	-1.3745413433240898	-1.2215925340241407	-1.283541957002855
PCDHGB4	-0.07722284563671414	0.036851721164635386	-0.03137852716146521	-0.3280884903554028	-0.3937433157673103	-0.37824733157352564
FASTKD2	-1.012679587436708	-1.0133957690679163	-0.8646393186681445	-1.0798444213193115	-1.1796887543341141	-1.3012054758562264
PCDHGA4	0.20258870876874066	0.3034348052961423	0.24095408624741824	-0.08204412995005568	-0.12380431818908329	-0.13227762586284572
NFE2L1	1.4150698905188286	1.4241698038638422	1.383566564516645	1.0681594446271765	0.9219991149479656	1.0046756008471673
PCDHGA8	-0.24027939777059257	-0.1427727771332138	-0.19697400712003382	-0.48498862867738635	-0.5451547748376666	-0.5320024485025481
PIGZ	-0.4755607561269916	-0.5739378560091772	-0.5111858225082488	-0.8599102799913957	-0.8262218961334427	-0.7439201990587031
FAM102B	0.3391134413152978	0.1257822030919524	0.3134168325415724	-0.029579418708878785	-0.08737383219800979	-0.17729100498478575
PRLR	-0.5014108857046448	-0.5272702383091121	-0.5072459077093188	-0.7914350072789991	-0.8319095549858887	-0.780170597785768
SMIM10L2A	0.8855785885753629	0.8519214346877622	0.8095994603891746	0.5139255324886128	0.42054590042698353	0.45791542436612703
SOX2-OT	-0.9351156099987332	-0.9151844779713577	-0.8471605963856881	-1.1533409366046847	-1.0590768840876332	-1.170977302764977
GRK3	-0.5106726517320087	-0.5670131291175696	-0.5028752076186336	-0.8593379108320066	-0.7385685287229424	-0.8348666447979369
IGSF10	-0.9112743239171441	-1.0060526368235378	-1.0008086374316465	-1.1926005685253127	-1.1997934996375084	-1.160720468352246
PCDHGA11	0.06609215777394391	0.19910676269257488	0.12264929081047987	-0.1737947419563206	-0.2388392420001475	-0.229771266295556
CTD-2545M3.2	1.9425466124810686	1.7915009903444747	1.9051201442532837	1.2887353208763432	1.5423195757565726	1.5721694110204796
PLEKHB1	-1.0990044625760353	-1.0067059853743974	-1.0232825593152335	-1.1746940573292777	-1.2530974156752408	-1.2960665976324721
RELN	-1.1860941118338182	-1.150024677024678	-1.0817545184223811	-1.33332076672051	-1.301150440583456	-1.3111888381678782
KLF10	0.708072106269469	0.8897469309383743	0.7711272229662394	0.4458252809592978	0.34252946499750725	0.45971713507468404
CKMT2-AS1	-0.9466680847652374	-0.8740066478810541	-0.8788264448085515	-1.0946432272234394	-1.1837494234799835	-1.090752975842556
ASCC1	-0.13295550683376348	-0.08400489638149784	0.016168051356691228	-0.3804011502646953	-0.5029386469798227	-0.2971631986235286
LINC01021	0.1632702293947078	0.15317587500899513	0.1405545210057751	-0.1920806221910873	-0.17554828349242302	-0.19279504760274857
BST1	-1.0711874799945933	-1.1509830777141847	-1.1547424772733696	-1.2703293989205815	-1.3093221767760501	-1.3264378400947667
IARS	1.5379799694367031	1.4928492294371503	1.6301778391808566	1.1877157783750116	1.0988784641001579	1.2054113251347371
LTB4R2	0.5378305578389885	0.5594375819581002	0.5689807170477629	0.30243102072780476	0.0864346185927707	0.18767674551551108
PRDM6	-0.9098010884309012	-0.8863429089976727	-0.8680182714912185	-1.1444109847714499	-1.0512111722822135	-1.1366048448204387
CMB9-55F22.1	0.04331475410403632	0.04982429568356839	-0.1018654663624061	-0.5031268535118874	-0.33401782205458	-0.1712364084610242
SERPING1	-0.919362527182352	-1.0577109352341796	-0.9461036495886931	-1.1383076470956908	-1.2750997711282146	-1.1318870560951142
TACC2	-0.5182217475137615	-0.5919304687819738	-0.5913783844964209	-0.802581257380401	-0.8675934155948106	-0.8395356063569221
RP1-239B22.5	-0.22067873698105378	-0.36316122205906165	-0.25414170699440153	-0.6860082131865789	-0.4097691968664185	-0.6682909896742437
LSMEM2	0.32972841236175354	0.24412933660957378	0.11692137599988532	-0.1284456920790438	-0.26304354947740227	0.04731804732029341
AC008522.1	0.7364384378674141	0.6630563045380828	0.8039897869698778	0.4399952738559143	0.2759102765596705	0.39673885930138475
PRSS8	-0.8481825004121805	-1.0260966867016892	-0.9247461786392711	-1.134860013109519	-1.2459841954547444	-1.0575591770255715
RP11-403F21.4	-0.8075686780710587	-0.9039048008000977	-0.8767793566965321	-1.0770542708999151	-1.0454414398248688	-1.1369717569846538
LMO4	-1.043013275872533	-1.1241797375664637	-1.023329368147718	-1.2837266284746522	-1.2198706500813175	-1.24301559547433
RP11-91J19.3	-0.7435420113352131	-0.7996651806008651	-0.6308483810243927	-0.8505616700586957	-1.088380352455713	-0.9772927179885835
AF230666.2	-0.763531052213505	-0.88349307868929	-0.8244264691890887	-1.0679847356371444	-0.9617427195343459	-1.1303770892446827
TMEM178A	-0.6079084850031354	-0.558611653488378	-0.484921549385961	-0.866536856359099	-0.9270228565214187	-0.6747175982712743
RP3-510L9.1	-0.3164109842233787	-0.5189165973488505	-0.4445973157612591	-0.8280125411135851	-0.740884905795152	-0.562252416085657
LRRC8D	0.3899438134683752	0.46163645120636365	0.4556445037632453	0.008587022311291688	0.08819139846188094	0.17675803054117545
LYSMD3	-0.6742017116219244	-0.8216397693656311	-0.8404221661592787	-1.0092197385167172	-1.0676960500364052	-0.9513860741800648
PCDHGA10	0.1456800763082427	0.21096000995245542	0.1615939719638925	-0.14259530041593882	-0.15247884953099533	-0.16558063629344236
GPER1	-0.9824746919494751	-1.0852154601322686	-1.0827122412835362	-1.1586983277999012	-1.1974734758576224	-1.3604154409170672
HOTTIP_3	1.6660770186316132	1.5451289935288937	1.6348423664291754	1.294266522701038	1.1749628025094987	1.2510703210354743
RNY3P15	2.5671824378373724	2.7821197174617645	2.7443100596674013	2.336720685846914	2.4132859713652457	2.1616040581394995
LINC00662	-0.6409303933070013	-0.5400455703055912	-0.5634293763562438	-0.8864882277414834	-0.8297217320652006	-0.8002080025097768
UHRF1BP1	1.2100086875072715	1.2428112168820609	1.2350323834156152	0.8794663803238835	0.8185040691517388	0.8902944772531025
SLC4A5	-0.9372070522769949	-0.9473132978297338	-0.7781123740592468	-1.1530087813844505	-1.024536977324115	-1.119984356951484
MGMT	-0.34378926290932504	-0.314564789519526	-0.47037903054806873	-0.6132288832595062	-0.742546408977479	-0.6115767623173085
GFI1	-0.605235820856007	-0.5144715365980058	-0.4491994630643612	-0.8635691869355842	-0.7062511984206749	-0.7904551083784261
SH3D21	0.2568487048116279	0.25013915155965644	0.16732910023981437	-0.12740606567966564	-0.04474644711911364	-0.13027245439443236
PRSS12	1.213226498854856	1.1480570380999304	1.1965941001637317	0.8528301901135906	0.7836722296963343	0.8323908135676296
EDEM1	-0.4910970709995512	-0.5592315024811494	-0.3667729108676956	-0.7399657570548579	-0.7283022057751011	-0.7444691997574414
PSPH	0.6658830647432109	0.6028060147150882	0.6696547025548982	0.38868297447423755	0.39584427357965807	0.09291846020275052
TEX15	-0.5258147801444659	-0.45519594942361113	-0.5692946356500977	-0.7944498603371427	-0.7542083565867558	-0.7813134681375052
MC1R	-0.9640526206623983	-1.0153249730946796	-1.006011673174721	-1.2952131215133909	-1.0801473509180604	-1.1956462338385974
TMED1	0.0736367987103511	-0.14619005419384754	-0.10648538145114791	-0.24104687563529165	-0.375675975806142	-0.4707849344803198
BCAS2	0.44697589623903733	0.5244541695773187	0.5583421010167346	0.3131676588461036	0.07019670068815015	0.1278103122771476
CYP27B1	-0.3665025490311985	-0.3012033800947333	-0.412461755513491	-0.542569783600715	-0.5623928730068459	-0.8275297706647825
NCSTN	1.765911908003259	1.7846177666427872	1.8074461298898172	1.4085666995087274	1.4166317302811664	1.4269612297678096
CTA-384D8.36	1.0001059496928173	0.9986049300007214	0.9007759176646788	0.7414286525783164	0.540382202270551	0.5574195905023946
SEC63	-0.6425991769426552	-0.8087568593563134	-0.7777293843987256	-0.9741826093948289	-1.0442421001044728	-0.8964855505001575
STXBP5-AS1	-0.9409630361395432	-0.8653768279375321	-0.8975696175734044	-1.1360699367018714	-1.10958744087268	-1.0717267307080869
CD302	0.10136935716546734	-0.07728332569173091	0.011198672947182265	-0.3264276206960783	-0.2315198051925611	-0.3094879689019018
CCPG1	-1.1105989096432103	-0.9981339009324065	-0.9611040284531064	-1.2456717104562909	-1.1391638428068043	-1.2302660423693008
RP11-278A23.1	-0.4649967282606441	-0.5651156001085642	-0.6376210866378343	-0.8180018269322151	-0.85744768688643	-0.7409024663432386
CNR1	-1.0247727712530803	-0.9258002686769519	-0.9566017111059278	-1.1375431825427376	-1.2115379162516413	-1.1340569255430546
ZCCHC8	0.5419632664124623	0.5538740712368762	0.5554164981060383	0.18789033571435806	0.240148788293184	0.23011662505970648
LINC00174	-0.4285151280017828	-0.41106672477269673	-0.30544194568362193	-0.6291986681093696	-0.710352072626752	-0.6131148199324638
ISL2	1.4575189024483666	1.4247548294752768	1.3860631950312028	1.0522564546809856	0.9628477655353831	1.1734142859294088
BTG2	2.3923001719620425	2.3907693150382867	2.3261902129985983	2.023699823573553	1.9417331635953252	2.0312304813363036
TIMM44	0.6921610574068507	0.7343743518190933	0.6813922016448171	0.3512301268579978	0.2807895385508729	0.46302370483806204
TTC28	0.9419392136875329	0.9016532956465729	0.8318811276032638	0.5937056550897969	0.5476180489219614	0.5143461447128229
ATAD1	-0.8827869178844585	-0.7187699552811353	-0.7801135089426458	-1.0865198871628987	-0.9032427303554937	-1.0483252683018283
CASK-AS1	0.021230122765033246	-0.012609194088362816	0.030655006005503957	-0.4680988484537523	-0.2638130690745756	-0.15354500844605234
JAG1	-0.37133847469408937	-0.37335746453058005	-0.25186400923342434	-0.5613350995473328	-0.6329405837404269	-0.6132728630708278
TXNIP	1.4396334259554724	1.4781936659780814	1.475136881053871	1.1346142358121518	1.1021364832204836	1.0966443072601153
EFEMP2	-0.730945359983809	-0.6291001711326606	-0.7534532702148499	-0.936441878715355	-0.9303258876582918	-0.9294987487587
RP11-403P17.6	-0.25365441176338444	-0.4298918370208949	-0.3413206189761545	-0.49027468153608306	-0.6728785221853003	-0.6751476493225356
C5orf38	-0.12497221612757799	-0.2392350477381345	-0.017173932581843885	-0.43514400454363616	-0.3093422804356492	-0.4954262762367866
KCTD15	0.22556130155790075	0.16915392836654172	0.25511313071608893	-0.012580842231196059	-0.16060319415641586	-0.10769252839885102
BUD31	0.8588607681185909	0.8866848165545784	0.9198670121508068	0.5934076895488125	0.4419814758945664	0.6148871145829685
PPP1R10	1.4814367985995256	1.4587454166056801	1.4055768398995712	1.0686469005285664	1.1190507888719603	1.1107775708150842
NCOA3	0.31674325656093466	0.3112064689859427	0.3359990301738025	-0.005688756074339008	-0.011544132272332001	0.04200349748068085
YJEFN3	0.42284389195534106	0.2599252505444902	0.27773453450348246	-0.003459515733555276	-0.12010138576210817	0.13636950071155798
RP4-614O4.13	0.32318588372165385	0.25841155068754373	0.11807622169109877	-0.05034754704649031	-0.008506174912094525	-0.1591173485783501
ZCCHC4	-0.6495775598529935	-0.5526046738585241	-0.622600779175765	-0.9070839304359982	-0.8554478615885358	-0.7793993286095076
DCST1	-0.9033018963646252	-0.8500481840589663	-0.854272689909531	-1.109340848934079	-1.0516732894882765	-1.0556261814774563
FDXR	-0.8946596846296135	-0.7888133772292645	-0.7839897015200346	-1.0744007729445626	-0.9806071610141255	-1.040360167068927
TM9SF3	-1.1233221542872773	-1.1161531548201649	-1.0715394819293254	-1.2959943770172955	-1.2276328154662033	-1.275447689681684
AEN	1.2241230943827772	1.147130516150526	1.1710554556692996	0.7973703745397771	0.8704203185546945	0.850732382025401
RP11-231C18.3	0.5726299909899718	0.6186957379202138	0.46046030800583065	0.2486180024632279	0.2555327789683	0.18992909479568734
DUS3L	0.07118920741670116	0.015673540335652075	-0.05036715544000945	-0.23000146205024444	-0.20742988496317435	-0.4166257952222441
PHPT1	1.1606903434320228	1.2377564468326296	1.080416612365404	1.007178648888186	0.6689491226818262	0.7529001362131574
GALNT6	-0.5761222768555219	-0.6200434400082271	-0.5683093086216706	-0.7855892647136679	-0.7969364799431811	-0.9054772820809815
SH2B3	0.6516113208159103	0.6678970958313123	0.5953869230218648	0.3278691600903967	0.3537381648523026	0.2624412217866494
PTGER3	0.06510270783740399	0.10725998565976301	0.060586950797637144	-0.2595689773622747	-0.16300633824204333	-0.2350971309297541
CHN2	-1.0724749302369214	-1.0148947303058071	-0.966339446686076	-1.1817444856751762	-1.1860913230948282	-1.2157295759643014
PIGK	-0.6693932870134942	-0.6618492720350773	-0.7736265896683251	-0.8810034568960373	-0.9254989086351272	-0.9703343189856201
KIF12	-1.1250484715067233	-1.0172746469071314	-1.0325760078187196	-1.2976589700876167	-1.129019093137339	-1.2628781286520971
UMPS	-0.4233480152722949	-0.36883823648335723	-0.42989324081965896	-0.6127264146179953	-0.6007373579767195	-0.7896680134365649
UTRN	0.9810676633275792	1.026007615071726	1.0409281726527988	0.6522409645562075	0.6958986245958174	0.7028862546751286
RAMP2	1.0112328598686051	1.1124713111482525	1.1611624132658112	0.6497849922079754	0.9357517915663995	0.6708997015830261
TCTA	0.5456468370364269	0.5179883808331454	0.5174905243292363	0.19226810438687017	0.1840561555105102	0.2571638274719418
ULK1	0.5758118970390738	0.5499457194694477	0.6160657735447076	0.2687452028272513	0.25582521170058253	0.26590069743429534
RP11-685G9.2	2.012843225849309	2.0028587512254896	1.8098753111752919	1.5779455525153772	1.529070524788568	1.6774251554857957
IGF2	-0.5132377214959385	-0.5595797703722402	-0.6784451528499142	-0.7397880672735091	-0.7915555786452722	-0.9331664882272915
MFAP3L	-0.7034294686056148	-0.6474570395293291	-0.7238043664276609	-0.90851147504958	-0.8756418173783338	-0.9593030179182572
LA16c-390E6.5	0.713581283658706	0.8756848197314122	0.8827365880739754	0.6371653404359685	0.4799574659525683	0.3711417337398062
FAM179B	-1.1491263515874672	-1.1060876067747325	-1.1081619636089948	-1.287843767266323	-1.349470622642885	-1.1990848508819327
LRPPRC	0.6688614376750482	0.6825847797593425	0.7396473995018388	0.398399230452871	0.3700209632739083	0.36621487197609537
POLR3C	0.7156347565471356	0.8332862774800074	0.9147339898935904	0.40239800508073975	0.49663632465118845	0.5947790172168265
RGMB	0.47977247484368585	0.4160871075750438	0.513577269751648	0.12914793558243778	0.08888826575475045	0.2560972133781084
C21orf91	-0.6574961567074812	-0.7374204902063978	-0.5774888748482248	-0.8985953732557743	-0.8498480582297643	-0.8941891037862395
HARBI1	-0.7004879156792216	-0.7369225163352141	-0.6461197151002962	-0.9069690255921717	-0.8943161150064896	-0.9409565907558758
MAMDC4	0.28019797068217944	0.17368873032862886	0.15234279678161508	-0.0640111274531425	-0.11782958575287769	-0.0923369095287202
CCDC107	0.5908131499099405	0.6715764978365866	0.6967037382029662	0.2905877030203759	0.2982477255690584	0.42265138473850145
YEATS4	0.013388492057276907	0.26053342829147086	0.15741638411176723	-0.16494844120770788	-0.2385610967382778	-0.03582474845942884
SLC39A14	0.15321794541164258	0.1611209467050978	0.24405183652372714	-0.050836849372117285	-0.18011116800190788	-0.09388161998499939
WARS	0.9402129857250175	0.9236366149465067	1.019907082505133	0.6556943628122849	0.6526453900355579	0.606581508848529
CTB-96E2.7	-0.7567810408136411	-0.8919304742217496	-0.7880839482643963	-0.9991202260426196	-1.0056539133165139	-1.0358536311698798
PIGP	-1.0159746748525211	-0.9412317965428391	-0.9100943445348938	-1.1903574394728678	-1.1513127545201198	-1.0705269889960263
CRACR2A	-0.18682059043198004	-0.3192461494741385	-0.383572445671259	-0.5059950404804062	-0.613854442948086	-0.5374918208826248
EMC10	-0.22982838189924548	-0.27723444988669915	-0.30691165355068695	-0.5737504246655071	-0.522632968103506	-0.4976948574224708
SLC7A5P2	1.070111812169688	1.3113889154312917	1.225477915282163	0.8567226424590094	0.9952114770512016	0.7763144572338935
ZBTB38	-0.8167383465020415	-0.8652067778322201	-0.8260087082639035	-0.9946374018949392	-1.0893132170376287	-1.0198124315672592
LINC00458	0.9439911630429947	0.8208051827863571	0.899578867862156	0.49197792588069594	0.658006084462163	0.5585031369354404
BCAS3	-0.9544293563858326	-0.9166384423942904	-0.9424669620800058	-1.1718444350937196	-1.0810850790400526	-1.1087598887135681
HAX1	1.5865106113906773	1.7273328022378478	1.7436008047006404	1.351138549394033	1.3095444443177913	1.4003207118412717
XPOT	0.7435007549682743	0.7450068193678705	0.7335836237236137	0.4701562787357056	0.3291094322839367	0.48031810136794056
TMEM130	-0.8169860234396809	-0.7454954639238811	-0.8238848391242716	-0.9954948499696087	-0.995512292633454	-0.9998159811043494
ZNF767P	0.29149655223610366	0.19637382426774114	0.35065940322575384	-0.028063424431427453	-0.031534612462440756	0.025117402437257436
RP11-638I2.8	1.621412529217268	1.5207372848833087	1.6327864015859652	1.3474210939565838	1.21472368023012	1.2148753911229044
LINC01291	-0.43174209147308373	-0.49357548836098963	-0.5471657543535164	-0.6109688462813382	-0.8237228765071384	-0.7609333566521906
SLU7	-0.5418909206943882	-0.6821483267201632	-0.5378480856976304	-0.7867213995773422	-0.8977622544649246	-0.7573454656836924
FAM124A	0.9442011235986864	0.9468964830168417	0.9336315757523707	0.5366391546252549	0.6985585626625517	0.6354663314001874
ARRDC4	-0.24599903925542985	-0.41228593013247566	-0.3154337546458353	-0.46171125954020187	-0.7201885572544314	-0.5567622840552311
PHKA2-AS1	0.18672176874591245	0.31329358817979797	0.16085792005756738	0.009955561191616207	-0.23596579479616345	0.013601990329296397
B3GALT6	-0.24580056436737366	-0.07805424679806067	-0.14520111507629474	-0.4926322770772946	-0.3134113491413701	-0.45433109616371475
ZNF75D	-0.5321061780208601	-0.5143592430907347	-0.44741698202358754	-0.7409810872020597	-0.7407761755664442	-0.7108379227235658
SCN9A	-0.5207409299709589	-0.582413240997161	-0.443250128705797	-0.7251301155836608	-0.7324392192922873	-0.7798931604241248
PDCD11	0.5674140083127583	0.5689890136669565	0.4554861586995111	0.2368181875413185	0.25653474919907787	0.20965908057530452
